album_name,number_of_artists,artist_followers_total,artist_followers_average,artist_popularity,type,release_date,release_precision,restrictions,total_tracks,total_length_min,avg_popularity,max_popularity,number_of_collabs,Max_popularity_collab,Avg_popularity_collab,number_of_markets,US_market,CA_market,BR_market,CN_market,DE_market,ES_market,SA_market,UK_market,RU_market,MX_markets
Oxnard,1,2248134,2248134.0,77.0,album,2018-11-16,day,False,14,48,45.5,58,12,87,4.916666666666667,183,True,True,True,False,True,True,True,False,False,True
Revenge Of The Dreamers III,2,18719666,9359833.0,75.0,album,2019-07-05,day,False,18,53,54.11111111111111,73,59,81,1.0677966101694916,181,True,True,True,False,True,True,True,False,False,True
The Never Story,1,1039490,1039490.0,77.0,album,2017-03-10,day,False,12,35,49.91666666666667,62,3,74,24.666666666666668,178,True,True,True,False,True,True,True,False,False,True
Swimming Pools (Drank),1,21867402,21867402.0,87.0,single,2012-01-01,day,False,1,4,77.0,77,0,0,0.0,181,True,True,True,False,True,True,True,False,False,True
Vacation In Hell,1,1143127,1143127.0,56.0,album,2018-04-06,day,False,19,66,40.578947368421055,51,9,73,7.888888888888889,183,True,True,True,False,True,True,True,False,False,True
Bubblin,1,2248134,2248134.0,77.0,single,2018-05-17,day,False,1,3,55.0,55,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Programs,1,8147808,8147808.0,82.0,single,2018-05-28,day,False,1,3,63.0,63,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
MIDDLE CHILD,1,18252345,18252345.0,84.0,single,2019-01-23,day,False,1,3,80.0,80,0,0,0.0,178,True,True,True,False,True,True,True,False,False,True
3001: A Laced Odyssey,1,1143127,1143127.0,56.0,album,2016-03-11,day,False,12,57,45.666666666666664,56,2,35,11.5,183,True,True,True,False,True,True,True,False,False,True
Illmatic XX,1,3016464,3016464.0,71.0,album,2014-04-15,day,False,20,75,31.95,58,17,60,0.35294117647058826,183,True,True,True,False,True,True,True,False,False,True
93 'til Infinity,1,248599,248599.0,53.0,album,1993-02-13,day,False,14,47,35.642857142857146,69,3,51,17.0,183,True,True,True,False,True,True,True,False,False,True
